Datum;Eröffnung;Schluss;Tageshoch;Tagestief;Daily Return
27.08.2007;13.377,16;13.322,13;13.387,33;13.305,55;-0,001910889
28.08.2007;13.318,43;13.041,85;13.318,60;13.034,78;-0,009073207
29.08.2007;13.043,07;13.289,29;13.293,44;13.043,07;0,008076853
30.08.2007;13.287,91;13.238,73;13.315,14;13.184,59;-0,00154114
31.08.2007;13.240,84;13.357,74;13.428,95;13.240,84;0,003838581
04.09.2007;13.358,39;13.448,86;13.494,06;13.317,50;0,002737234
05.09.2007;13.442,85;13.305,47;13.443,17;13.248,24;-0,004429473
06.09.2007;13.306,44;13.363,35;13.398,71;13.274,82;0,001768633
07.09.2007;13.360,74;13.113,38;13.360,83;13.082,17;-0,008016191
10.09.2007;13.116,39;13.127,85;13.207,19;13.021,93;0,000430558
11.09.2007;13.129,40;13.308,39;13.325,95;13.129,15;0,005551573
12.09.2007;13.298,31;13.291,65;13.360,01;13.263,03;-0,000193704
13.09.2007;13.292,38;13.424,88;13.469,27;13.292,38;0,004194748
14.09.2007;13.421,39;13.442,52;13.459,75;13.323,84;0,000664779
17.09.2007;13.441,95;13.403,42;13.451,54;13.362,37;-0,001254426
18.09.2007;13.403,18;13.739,39;13.739,96;13.403,18;0,010798163
19.09.2007;13.740,61;13.815,56;13.867,50;13.739,88;0,002298348
20.09.2007;13.813,52;13.766,70;13.822,14;13.741,01;-0,001423094
21.09.2007;13.768,33;13.820,19;13.877,17;13.768,25;0,001676111
24.09.2007;13.821,57;13.759,06;13.874,41;13.750,93;-0,002007123
25.09.2007;13.757,84;13.778,65;13.787,19;13.696,31;0,000676901
26.09.2007;13.779,30;13.878,15;13.915,79;13.779,30;0,003147604
27.09.2007;13.879,53;13.912,94;13.920,42;13.868,15;0,001044152
28.09.2007;13.912,94;13.895,63;13.924,81;13.850,27;-0,00053817
01.10.2007;13.895,71;14.087,55;14.115,51;13.893,51;0,005942089
02.10.2007;14.087,14;14.047,31;14.107,47;14.012,11;-0,001490988
03.10.2007;14.038,86;13.968,05;14.038,94;13.947,73;-0,002201037
04.10.2007;13.967,89;13.974,31;14.010,41;13.951,63;3,66874E-05
05.10.2007;13.969,07;14.066,01;14.124,54;13.968,83;0,002983359
08.10.2007;14.065,36;14.043,73;14.067,96;14.009,67;-0,000668381
09.10.2007;14.043,73;14.164,53;14.166,97;14.034,39;0,003734721
10.10.2007;14.165,02;14.078,69;14.165,02;14.009,51;-0,002642298
11.10.2007;14.079,10;14.015,12;14.198,10;13.950,25;-0,00194027
12.10.2007;14.016,34;14.093,08;14.101,77;14.013,74;0,002351262
15.10.2007;14.092,43;13.984,80;14.118,52;13.904,32;-0,003281805
16.10.2007;13.986,34;13.912,94;13.992,03;13.877,90;-0,002044255
17.10.2007;13.920,66;13.892,54;14.012,84;13.774,67;-0,001023246
18.10.2007;13.887,90;13.888,96;13.913,75;13.820,35;1,78243E-05
19.10.2007;13.888,47;13.522,02;13.888,47;13.511,94;-0,011625678
22.10.2007;13.521,62;13.566,97;13.587,22;13.407,49;0,001516875
23.10.2007;13.568,93;13.676,23;13.684,60;13.540,88;0,003400152
24.10.2007;13.675,58;13.675,25;13.690,45;13.470,16;7,20823E-05
25.10.2007;13.677,85;13.671,92;13.741,26;13.547,63;-6,95417E-05
26.10.2007;13.675,66;13.806,70;13.811,25;13.675,25;0,004162039
29.10.2007;13.807,35;13.870,26;13.901,40;13.805,31;0,001936067
30.10.2007;13.869,04;13.792,47;13.869,29;13.778,41;-0,002417263
31.10.2007;13.792,06;13.930,01;13.962,53;13.767,68;0,004139867
01.11.2007;13.924,16;13.567,87;13.924,16;13.548,93;-0,011192358
02.11.2007;13.569,90;13.595,10;13.632,90;13.446,02;0,000725251
05.11.2007;13.592,58;13.543,40;13.618,27;13.446,91;-0,001608185
06.11.2007;13.542,34;13.660,94;13.669,72;13.511,86;0,003334568
07.11.2007;13.646,72;13.300,02;13.647,29;13.285,63;-0,011186436
08.11.2007;13.299,70;13.266,29;13.354,00;13.079,48;-0,001260002
09.11.2007;13.261,17;13.042,74;13.262,14;13.017,30;-0,007332228
12.11.2007;13.039,16;12.987,55;13.162,64;12.981,04;-0,002138566
13.11.2007;12.975,11;13.307,09;13.319,45;12.975,11;0,010919172
14.11.2007;13.305,47;13.231,01;13.367,17;13.197,84;-0,002448054
15.11.2007;13.230,68;13.110,05;13.262,14;13.055,83;-0,0039967
16.11.2007;13.109,48;13.176,79;13.211,17;13.050,55;0,002208009
19.11.2007;13.176,30;12.958,44;13.176,30;12.937,63;-0,007325217
20.11.2007;12.955,92;13.010,14;13.107,37;12.839,68;0,001697196
21.11.2007;13.006,65;12.799,04;13.007,71;12.786,03;-0,007088847
23.11.2007;12.796,07;12.980,88;12.980,88;12.796,07;0,006197751
26.11.2007;12.979,99;12.743,44;13.037,30;12.724,09;-0,007942015
27.11.2007;12.744,78;12.958,44;12.991,85;12.744,78;0,007206973
28.11.2007;12.958,04;13.289,45;13.325,87;12.958,04;0,010917362
29.11.2007;13.287,91;13.311,73;13.346,27;13.214,75;0,000860029
30.11.2007;13.314,25;13.371,72;13.466,99;13.281,65;0,001756877
03.12.2007;13.368,22;13.314,57;13.407,24;13.296,28;-0,00185507
04.12.2007;13.311,24;13.248,73;13.316,28;13.237,59;-0,002199014
05.12.2007;13.244,01;13.444,96;13.460,24;13.244,01;0,006568762
06.12.2007;13.445,85;13.619,89;13.632,90;13.426,18;0,005533678
07.12.2007;13.618,27;13.625,58;13.668,10;13.601,36;0,00016835
10.12.2007;13.623,55;13.727,03;13.754,02;13.623,55;0,003281231
11.12.2007;13.726,87;13.432,77;13.780,11;13.413,74;-0,009340315
12.12.2007;13.434,80;13.473,90;13.704,52;13.321,64;0,001264693
13.12.2007;13.473,98;13.517,96;13.527,63;13.353,92;0,001323686
14.12.2007;13.515,11;13.339,85;13.515,36;13.332,13;-0,005689801
17.12.2007;13.339,20;13.167,20;13.339,45;13.158,42;-0,005588199
18.12.2007;13.168,66;13.232,47;13.279,46;13.092,00;0,002083251
19.12.2007;13.231,98;13.207,27;13.300,43;13.146,79;-0,000838415
20.12.2007;13.206,46;13.245,64;13.288,40;13.153,62;0,001156012
21.12.2007;13.241,66;13.450,65;13.473,98;13.241,57;0,006803423
24.12.2007;13.450,73;13.549,33;13.563,48;13.449,27;0,00312773
26.12.2007;13.547,95;13.551,69;13.563,32;13.492,68;3,91067E-05
27.12.2007;13.549,17;13.359,61;13.551,04;13.349,28;-0,006066252
28.12.2007;13.361,23;13.365,87;13.451,38;13.298,15;9,52265E-05
31.12.2007;13.364,16;13.264,82;13.364,73;13.246,53;-0,003338537
02.01.2008;13.261,82;13.043,96;13.279,54;12.991,37;-0,007188344
03.01.2008;13.044,12;13.056,72;13.137,93;13.023,56;8,12304E-05
04.01.2008;13.046,56;12.800,18;13.046,72;12.789,04;-0,008247029
07.01.2008;12.801,15;12.827,49;12.884,15;12.733,84;0,000669526
08.01.2008;12.820,90;12.589,07;12.906,42;12.565,41;-0,007885539
09.01.2008;12.590,21;12.735,31;12.738,64;12.501,76;0,004901517
10.01.2008;12.733,11;12.853,09;12.931,29;12.632,15;0,003993646
11.01.2008;12.850,74;12.606,30;12.851,14;12.543,87;-0,008082885
14.01.2008;12.613,78;12.778,15;12.794,57;12.613,70;0,005600638
15.01.2008;12.777,50;12.501,11;12.777,50;12.488,76;-0,010342328
16.01.2008;12.476,81;12.466,16;12.613,13;12.392,27;-0,00033986
17.01.2008;12.467,05;12.159,21;12.517,61;12.125,56;-0,010832269
18.01.2008;12.159,94;12.099,30;12.341,54;12.022,48;-0,002407435
22.01.2008;12.092,72;11.971,19;12.092,72;11.634,82;-0,004463227
23.01.2008;11.969,08;12.270,17;12.276,67;11.644,81;0,010878995
24.01.2008;12.272,69;12.378,61;12.399,18;12.241,80;0,004191126
25.01.2008;12.391,70;12.207,17;12.486,89;12.183,68;-0,006567844
28.01.2008;12.205,71;12.383,89;12.386,01;12.112,14;0,006339626
29.01.2008;12.385,19;12.480,30;12.503,15;12.346,99;0,003316784
30.01.2008;12.480,14;12.442,83;12.681,41;12.406,17;-0,001459128
31.01.2008;12.438,28;12.650,36;12.702,38;12.249,93;0,006923864
01.02.2008;12.638,17;12.743,19;12.767,74;12.602,32;0,003591239
04.02.2008;12.743,11;12.635,16;12.749,78;12.621,83;-0,003808472
05.02.2008;12.631,85;12.265,13;12.631,93;12.264,07;-0,013073916
06.02.2008;12.257,25;12.200,10;12.390,32;12.178,15;-0,002168507
07.02.2008;12.196,20;12.247,00;12.332,52;12.120,44;0,001857305
08.02.2008;12.248,47;12.182,13;12.281,88;12.103,37;-0,002367169
11.02.2008;12.181,89;12.240,01;12.252,12;12.069,47;0,002122092
12.02.2008;12.241,56;12.373,41;12.469,41;12.241,56;0,004466925
13.02.2008;12.368,12;12.552,24;12.573,13;12.367,80;0,006392286
14.02.2008;12.551,51;12.376,98;12.557,61;12.361,46;-0,006092516
15.02.2008;12.376,66;12.348,21;12.376,66;12.278,62;-0,000950921
19.02.2008;12.349,59;12.337,22;12.505,25;12.304,08;-0,000572892
20.02.2008;12.333,31;12.427,26;12.464,06;12.227,72;0,003281408
21.02.2008;12.426,85;12.284,30;12.503,46;12.247,34;-0,005124142
22.02.2008;12.281,09;12.381,02;12.397,79;12.155,26;0,003510742
25.02.2008;12.380,77;12.570,22;12.584,62;12.341,04;0,006569656
26.02.2008;12.569,48;12.684,92;12.734,18;12.512,41;0,003923172
27.02.2008;12.683,54;12.694,28;12.756,56;12.609,37;0,000196498
28.02.2008;12.689,28;12.582,18;12.689,44;12.536,43;-0,003770839
29.02.2008;12.579,58;12.266,39;12.580,15;12.223,57;-0,011021251
03.03.2008;12.264,36;12.258,90;12.281,37;12.161,05;-0,000184885
04.03.2008;12.259,14;12.213,80;12.259,23;12.032,42;-0,001924712
05.03.2008;12.204,93;12.254,99;12.349,67;12.140,53;0,001763493
06.03.2008;12.254,59;12.040,39;12.254,59;12.026,07;-0,007705125
07.03.2008;12.039,09;11.893,69;12.094,21;11.819,69;-0,005300782
10.03.2008;11.893,04;11.740,15;11.926,50;11.731,60;-0,005575585
11.03.2008;11.741,33;12.156,81;12.160,80;11.741,01;0,014809296
12.03.2008;12.148,61;12.110,24;12.303,35;12.092,25;-0,00186722
13.03.2008;12.096,49;12.145,74;12.215,35;11.875,78;0,001787851
14.03.2008;12.146,39;11.951,09;12.193,61;11.832,72;-0,007208352
17.03.2008;11.946,45;11.972,25;12.076,22;11.756,60;0,001070016
18.03.2008;11.975,92;12.392,66;12.392,66;11.975,84;0,014815696
19.03.2008;12.391,52;12.099,66;12.461,53;12.095,10;-0,010252003
20.03.2008;12.102,43;12.361,32;12.378,74;12.097,87;0,009215106
24.03.2008;12.361,97;12.548,64;12.622,07;12.361,97;0,006463981
25.03.2008;12.547,34;12.532,60;12.571,84;12.449,08;-0,000538558
26.03.2008;12.531,79;12.422,86;12.531,95;12.376,70;-0,003825779
27.03.2008;12.421,88;12.302,46;12.476,76;12.293,34;-0,004143831
28.03.2008;12.303,92;12.216,40;12.382,16;12.196,87;-0,003117319
31.03.2008;12.215,92;12.262,89;12.326,47;12.176,11;0,00179944
01.04.2008;12.266,64;12.654,36;12.659,82;12.266,47;0,013422236
02.04.2008;12.651,67;12.605,83;12.696,29;12.555,17;-0,001615686
03.04.2008;12.604,69;12.626,03;12.675,12;12.527,75;0,000745655
04.04.2008;12.626,35;12.609,42;12.688,48;12.528,16;-0,000473545
07.04.2008;12.612,59;12.612,43;12.733,66;12.583,28;-0,000342058
08.04.2008;12.602,66;12.576,44;12.607,30;12.525,80;-0,000966314
09.04.2008;12.574,65;12.527,26;12.621,55;12.468,97;-0,001656456
10.04.2008;12.526,78;12.581,98;12.649,31;12.497,22;0,001833596
11.04.2008;12.579,78;12.325,42;12.580,27;12.302,06;-0,008894223
14.04.2008;12.324,77;12.302,06;12.367,60;12.280,40;-0,00074662
15.04.2008;12.303,60;12.362,47;12.387,79;12.269,81;0,002390507
16.04.2008;12.371,51;12.619,27;12.625,78;12.371,51;0,008547161
17.04.2008;12.617,40;12.620,49;12.656,56;12.563,25;0,000322054
18.04.2008;12.626,76;12.849,36;12.893,98;12.626,76;0,007641956
21.04.2008;12.850,91;12.825,02;12.850,91;12.751,17;-0,000875831
22.04.2008;12.825,02;12.720,23;12.825,26;12.656,56;-0,003521436
23.04.2008;12.721,45;12.763,22;12.837,39;12.703,05;0,001473317
24.04.2008;12.764,68;12.848,95;12.942,26;12.706,63;0,002838441
25.04.2008;12.848,38;12.891,86;12.909,20;12.742,78;0,001428802
28.04.2008;12.890,72;12.871,75;12.938,76;12.857,50;-0,000686143
29.04.2008;12.870,37;12.831,94;12.889,83;12.804,66;-0,001315296
30.04.2008;12.831,45;12.820,13;13.010,00;12.808,98;-0,000443949
01.05.2008;12.818,34;13.010,00;13.029,05;12.793,10;0,006529957
02.05.2008;13.012,53;13.058,20;13.132,46;12.981,83;0,001467358
05.05.2008;13.056,57;12.969,54;13.058,45;12.939,74;-0,002926295
06.05.2008;12.968,89;13.020,83;13.046,15;12.863,20;0,001401862
07.05.2008;13.010,82;12.814,35;13.036,71;12.796,19;-0,00659148
08.05.2008;12.814,84;12.866,78;12.909,86;12.794,81;0,001550744
09.05.2008;12.860,68;12.745,88;12.861,41;12.715,02;-0,003905351
12.05.2008;12.745,55;12.876,31;12.904,16;12.740,50;0,004290149
13.05.2008;12.872,08;12.832,18;12.891,37;12.780,97;-0,001587293
14.05.2008;12.825,12;12.898,38;12.993,15;12.825,12;0,002234941
15.05.2008;12.891,29;12.992,66;12.999,50;12.854,98;0,003404369
16.05.2008;12.992,74;12.986,80;13.001,94;12.893,49;-0,000245081
19.05.2008;12.985,41;13.028,16;13.136,69;12.963,76;0,001356741
20.05.2008;13.026,04;12.828,68;13.026,04;12.781,78;-0,006757065
21.05.2008;12.824,94;12.601,19;12.862,47;12.573,67;-0,007764425
22.05.2008;12.597,69;12.625,62;12.669,34;12.591,34;0,000799409
23.05.2008;12.620,90;12.479,63;12.621,96;12.460,09;-0,004888616
27.05.2008;12.479,63;12.548,35;12.572,53;12.442,59;0,00219625
28.05.2008;12.542,90;12.594,03;12.601,93;12.495,27;0,001761246
29.05.2008;12.593,87;12.646,22;12.726,66;12.554,70;0,001840675
30.05.2008;12.647,36;12.638,32;12.689,70;12.617,40;-0,00033287
02.06.2008;12.637,67;12.503,82;12.638,08;12.427,77;-0,004645833
03.06.2008;12.503,20;12.402,85;12.554,05;12.342,12;-0,00388468
04.06.2008;12.391,86;12.390,48;12.496,16;12.338,78;-0,000106906
05.06.2008;12.388,81;12.604,45;12.610,96;12.388,81;0,007435384
06.06.2008;12.602,74;12.209,81;12.603,07;12.192,06;-0,013744689
09.06.2008;12.210,13;12.280,32;12.331,86;12.195,32;0,002397083
10.06.2008;12.277,71;12.289,76;12.369,23;12.206,96;0,000305158
11.06.2008;12.286,34;12.083,77;12.286,67;12.079,13;-0,00700952
12.06.2008;12.089,63;12.141,58;12.269,24;12.076,93;0,001969848
13.06.2008;12.144,59;12.307,35;12.310,28;12.144,59;0,005764403
16.06.2008;12.306,86;12.269,08;12.319,72;12.212,25;-0,001315086
17.06.2008;12.269,65;12.160,30;12.322,82;12.150,29;-0,003945746
18.06.2008;12.158,68;12.029,06;12.158,68;11.993,64;-0,004890198
19.06.2008;12.022,54;12.063,09;12.114,79;11.978,33;0,001429934
20.06.2008;12.062,19;11.842,69;12.062,19;11.818,83;-0,007934
23.06.2008;11.843,83;11.842,36;11.886,25;11.814,60;-5,39059E-05
24.06.2008;11.842,36;11.807,43;11.904,32;11.725,52;-0,001360863
25.06.2008;11.805,31;11.811,83;11.924,19;11.789,36;0,000119913
26.06.2008;11.808,57;11.453,42;11.808,73;11.453,42;-0,013283736
27.06.2008;11.452,85;11.346,51;11.485,25;11.297,99;-0,004082277
30.06.2008;11.345,70;11.350,01;11.437,30;11.287,56;-4,05769E-05
01.07.2008;11.344,64;11.382,26;11.407,90;11.183,43;0,001440835
02.07.2008;11.382,34;11.215,51;11.434,12;11.214,37;-0,006393554
03.07.2008;11.216,00;11.288,54;11.337,48;11.157,21;0,002824782
07.07.2008;11.289,19;11.231,96;11.399,11;11.120,74;-0,002475272
08.07.2008;11.225,03;11.384,21;11.391,13;11.174,88;0,0060284
09.07.2008;11.381,93;11.147,44;11.418,24;11.141,99;-0,009018561
10.07.2008;11.148,01;11.229,02;11.270,30;11.086,95;0,003034265
11.07.2008;11.226,17;11.100,54;11.241,07;10.977,68;-0,004766242
14.07.2008;11.103,64;11.055,19;11.239,04;11.003,65;-0,002071654
15.07.2008;11.050,80;10.962,54;11.123,67;10.827,71;-0,003508279
16.07.2008;10.961,89;11.239,28;11.244,17;10.918,33;0,010818659
17.07.2008;11.238,39;11.446,66;11.446,66;11.209,56;0,007591314
18.07.2008;11.436,56;11.496,57;11.510,82;11.381,93;0,002214318
21.07.2008;11.495,02;11.467,34;11.559,67;11.423,94;-0,001404704
22.07.2008;11.457,90;11.602,50;11.616,66;11.387,39;0,005479862
23.07.2008;11.603,39;11.632,38;11.698,17;11.558,29;0,001007522
24.07.2008;11.630,34;11.349,28;11.634,49;11.345,37;-0,010935699
25.07.2008;11.341,14;11.370,69;11.443,81;11.325,10;0,001083508
28.07.2008;11.369,47;11.131,08;11.369,55;11.125,13;-0,009110847
29.07.2008;11.133,44;11.397,56;11.398,38;11.128,06;0,010182514
30.07.2008;11.397,56;11.583,69;11.586,62;11.397,56;0,006821283
31.07.2008;11.577,99;11.378,02;11.578,89;11.363,69;-0,007495106
01.08.2008;11.379,89;11.326,32;11.425,73;11.267,05;-0,002049237
04.08.2008;11.326,32;11.284,15;11.382,17;11.221,53;-0,001548012
05.08.2008;11.286,02;11.615,77;11.615,93;11.286,02;0,012053431
06.08.2008;11.603,64;11.656,07;11.685,46;11.521,32;0,001933681
07.08.2008;11.655,42;11.431,43;11.655,58;11.416,70;-0,008402293
08.08.2008;11.432,09;11.734,32;11.759,96;11.388,04;0,011160159
11.08.2008;11.729,67;11.782,35;11.867,11;11.675,53;0,001922166
12.08.2008;11.781,70;11.642,47;11.782,35;11.601,52;-0,005523325
13.08.2008;11.632,81;11.532,96;11.633,78;11.453,34;-0,003777365
14.08.2008;11.532,07;11.615,93;11.718,28;11.450,89;0,00297021
15.08.2008;11.611,21;11.659,90;11.709,89;11.599,73;0,001808034
18.08.2008;11.659,65;11.479,39;11.690,43;11.434,12;-0,006815888
19.08.2008;11.478,09;11.348,55;11.478,17;11.318,50;-0,005029143
20.08.2008;11.345,94;11.417,43;11.454,15;11.290,58;0,002644184
21.08.2008;11.415,23;11.430,21;11.476,21;11.315,57;0,00043958
22.08.2008;11.426,79;11.628,06;11.632,13;11.426,79;0,00751317
25.08.2008;11.626,19;11.386,25;11.626,27;11.362,63;-0,009159315
26.08.2008;11.383,56;11.412,87;11.436,24;11.340,41;0,001101167
27.08.2008;11.412,46;11.502,51;11.554,46;11.381,77;0,003313663
28.08.2008;11.499,87;11.715,18;11.715,18;11.499,79;0,00798374
29.08.2008;11.713,23;11.543,55;11.713,23;11.543,39;-0,006259035
02.09.2008;11.545,63;11.516,92;11.790,17;11.471,90;-0,001492889
03.09.2008;11.506,01;11.532,88;11.554,38;11.416,53;0,000997963
04.09.2008;11.532,48;11.188,23;11.532,48;11.176,02;-0,013262261
05.09.2008;11.185,63;11.220,96;11.245,15;11.037,85;0,00152087
08.09.2008;11.224,87;11.510,74;11.570,66;11.224,79;0,011072439
09.09.2008;11.514,73;11.230,73;11.577,50;11.230,73;-0,010722819
10.09.2008;11.233,91;11.268,92;11.380,63;11.215,26;0,001178666
11.09.2008;11.264,44;11.433,71;11.445,68;11.098,67;0,006310786
12.09.2008;11.429,32;11.421,99;11.459,93;11.280,40;-0,000492357
15.09.2008;11.416,37;10.917,51;11.416,45;10.917,51;-0,019877675
16.09.2008;10.905,62;11.059,02;11.093,22;10.742,70;0,005970452
17.09.2008;11.056,58;10.609,66;11.057,31;10.595,90;-0,017945954
18.09.2008;10.609,01;11.019,69;11.076,44;10.459,44;0,016802602
19.09.2008;11.027,51;11.388,44;11.483,05;11.026,70;0,014214763
22.09.2008;11.394,42;11.015,69;11.394,58;10.992,20;-0,014680518
23.09.2008;11.015,69;10.854,17;11.143,21;10.833,94;-0,006581167
24.09.2008;10.850,02;10.825,17;10.928,40;10.753,57;-0,000915583
25.09.2008;10.827,17;11.022,06;11.129,19;10.827,01;0,007628804
26.09.2008;11.019,04;11.143,13;11.168,06;10.868,82;0,004726617
29.09.2008;11.139,62;10.365,45;11.139,94;10.365,45;-0,031025455
30.09.2008;10.371,58;10.850,66;10.868,90;10.371,42;0,019480734
01.10.2008;10.847,40;10.831,07;10.882,52;10.631,95;-0,000876086
02.10.2008;10.825,54;10.482,85;10.825,54;10.439,52;-0,013924214
03.10.2008;10.483,96;10.325,38;10.796,26;10.310,25;-0,006739622
06.10.2008;10.322,52;9.955,50;10.322,76;9.525,32;-0,015726146
07.10.2008;9.955,42;9.447,11;10.124,03;9.436,67;-0,023215047
08.10.2008;9.437,23;9.258,10;9.628,07;9.194,78;-0,008154299
09.10.2008;9.261,69;8.579,19;9.448,14;8.579,19;-0,033776823
10.10.2008;8.568,67;8.451,19;8.901,28;7.882,51;-0,005418841
13.10.2008;8.462,42;9.387,61;9.427,99;8.462,18;0,045123375
14.10.2008;9.388,97;9.310,99;9.794,37;9.085,43;-0,004045818
15.10.2008;9.301,91;8.577,91;9.308,76;8.530,12;-0,035234698
16.10.2008;8.577,04;8.979,26;9.013,27;8.197,67;0,019713958
17.10.2008;8.975,35;8.852,22;9.281,12;8.718,25;-0,00599527
20.10.2008;8.852,30;9.265,43;9.266,63;8.852,22;0,019686163
21.10.2008;9.262,80;9.033,66;9.284,55;9.004,27;-0,011158433
22.10.2008;9.027,84;8.519,21;9.027,84;8.335,30;-0,025155983
23.10.2008;8.519,77;8.691,25;8.795,99;8.243,55;0,008252434
24.10.2008;8.683,21;8.378,95;8.683,21;8.187,48;-0,015647784
27.10.2008;8.375,92;8.175,77;8.599,10;8.143,59;-0,01034718
28.10.2008;8.178,72;9.065,12;9.082,08;8.174,73;0,044554532
29.10.2008;9.062,33;8.990,96;9.363,32;8.890,29;-0,002772553
30.10.2008;9.004,66;9.180,69;9.266,47;8.976,87;0,008332309
31.10.2008;9.179,09;9.325,01;9.454,36;9.119,20;0,006897646
03.11.2008;9.326,04;9.319,83;9.410,55;9.255,48;-0,000100133
04.11.2008;9.323,89;9.625,28;9.653,95;9.323,89;0,013424411
05.11.2008;9.616,60;9.139,27;9.616,60;9.111,47;-0,022360069
06.11.2008;9.134,01;8.695,79;9.155,44;8.637,17;-0,021340453
07.11.2008;8.696,03;8.943,81;8.961,57;8.696,03;0,012336991
10.11.2008;8.946,60;8.870,54;9.159,58;8.760,46;-0,004012595
11.11.2008;8.864,32;8.693,96;8.867,91;8.560,71;-0,008899606
12.11.2008;8.684,52;8.282,66;8.684,60;8.265,29;-0,020655693
13.11.2008;8.281,14;8.835,25;8.876,59;7.965,42;0,02748628
14.11.2008;8.822,19;8.497,31;8.923,18;8.469,99;-0,016421203
17.11.2008;8.494,84;8.273,58;8.571,30;8.246,89;-0,011474331
18.11.2008;8.273,34;8.424,75;8.477,95;8.105,44;0,007666807
19.11.2008;8.420,69;7.997,28;8.504,64;7.987,08;-0,022500422
20.11.2008;7.995,53;7.552,29;8.187,40;7.506,97;-0,024763999
21.11.2008;7.552,37;8.046,42;8.071,75;7.449,38;0,027609566
24.11.2008;8.048,09;8.443,39;8.599,02;8.048,09;0,020914029
25.11.2008;8.445,14;8.479,47;8.607,38;8.281,46;0,000993943
26.11.2008;8.464,49;8.726,61;8.726,61;8.311,17;0,013149706
28.11.2008;8.724,70;8.829,04;8.831,35;8.672,69;0,005057212
01.12.2008;8.826,89;8.149,09;8.827,05;8.141,36;-0,034450323
02.12.2008;8.153,75;8.419,09;8.437,17;8.143,51;0,013394191
03.12.2008;8.409,14;8.591,69;8.624,19;8.234,15;0,00909342
04.12.2008;8.587,07;8.376,24;8.631,99;8.259,40;-0,010804187
05.12.2008;8.376,08;8.635,42;8.686,47;8.118,50;0,013354786
08.12.2008;8.637,65;8.934,18;9.026,41;8.637,49;0,014655207
09.12.2008;8.934,10;8.691,33;8.934,10;8.651,74;-0,01188113
10.12.2008;8.693,00;8.761,42;8.879,22;8.646,33;0,002844826
11.12.2008;8.750,13;8.565,09;8.809,45;8.512,76;-0,00938349
12.12.2008;8.563,10;8.629,68;8.682,57;8.347,81;0,003319891
15.12.2008;8.628,81;8.564,53;8.676,28;8.469,03;-0,003190581
16.12.2008;8.565,65;8.924,14;8.958,79;8.565,65;0,017697513
17.12.2008;8.921,91;8.824,34;8.961,26;8.778,07;-0,004795292
18.12.2008;8.823,94;8.604,99;8.883,36;8.527,41;-0,010835973
19.12.2008;8.606,50;8.579,11;8.787,23;8.550,43;-0,001675006
22.12.2008;8.573,37;8.519,77;8.601,41;8.372,02;-0,002780792
23.12.2008;8.518,65;8.419,49;8.604,12;8.391,30;-0,005220672
24.12.2008;8.416,86;8.468,48;8.498,50;8.416,86;0,002667158
26.12.2008;8.468,71;8.515,55;8.533,07;8.461,78;0,002411762
29.12.2008;8.515,87;8.483,93;8.530,68;8.364,06;-0,001448724
30.12.2008;8.487,51;8.668,39;8.675,24;8.487,51;0,00906244
31.12.2008;8.666,48;8.776,39;8.842,66;8.664,89;0,005268261
02.01.2009;8.772,25;9.034,69;9.065,28;8.760,78;0,012438697
